Date,Open,High,Low,Close,Adj Close,Volume
2021-05-09,132.528137,132.528137,118.203682,126.866241,126.866241,88676801
2021-05-10,126.800919,131.834564,111.314095,114.119667,114.119667,131563624
2021-05-11,113.788734,121.506424,106.582062,121.064606,121.064606,199876044
2021-05-12,121.612656,122.857224,94.407440,94.407440,94.407440,159611662
2021-05-13,94.170631,102.214905,89.577873,97.277214,97.277214,238567537
2021-05-14,97.314598,107.933525,95.921959,104.617119,104.617119,178347504
2021-05-15,104.633598,111.615120,96.298698,98.777725,98.777725,157229314
2021-05-16,98.491173,104.359039,90.575577,96.962173,96.962173,92433295
2021-05-17,96.669868,97.396240,81.155899,87.942284,87.942284,103802970
2021-05-18,87.945244,93.229683,86.508232,88.882263,88.882263,71659591
2021-05-19,88.882507,90.079147,43.924068,61.295666,61.295666,128185744
2021-05-20,61.211052,74.183083,52.973629,70.759087,70.759087,107775960
2021-05-21,71.307770,75.640350,56.983353,64.279930,64.279930,95039366
2021-05-22,64.299614,65.156242,53.135509,58.737625,58.737625,91258225
2021-05-23,58.488914,64.772751,42.721737,50.703125,50.703125,136315189
2021-05-24,50.631207,65.084633,46.486931,63.540409,63.540409,97263386
2021-05-25,63.537769,69.048584,58.286442,64.428299,64.428299,90316048
2021-05-26,64.453087,68.990982,62.641010,67.961075,67.961075,47546155
2021-05-27,67.958260,70.832848,62.814186,67.599785,67.599785,52007090
2021-05-28,67.827538,68.861412,57.312374,60.095924,60.095924,61877130
2021-05-29,60.329391,63.945141,54.836208,58.198566,58.198566,60432390
2021-05-30,58.452824,60.243996,53.426071,58.665131,58.665131,45330030
2021-05-31,58.668892,60.714714,55.532928,60.604771,60.604771,39415766
2021-06-01,60.289310,61.265678,56.908024,58.955521,58.955521,31467395
2021-06-02,58.966717,60.922920,57.939671,60.203396,60.203396,29174288
2021-06-03,60.205166,63.200047,59.227688,62.325130,62.325130,31809848
2021-06-04,62.341030,62.502792,55.707588,57.743328,57.743328,31937341
2021-06-05,58.031338,59.470264,55.545856,56.368526,56.368526,30507213
2021-06-06,56.250847,63.689167,56.190861,56.954540,56.954540,37975832
2021-06-07,56.954330,58.481800,50.848175,51.375309,51.375309,34847566
2021-06-08,51.378059,57.292286,47.568508,53.038967,53.038967,64412085
2021-06-09,53.038483,81.447639,49.026299,70.746155,70.746155,226999653
2021-06-10,71.503387,80.139221,67.394997,69.042801,69.042801,147578159
2021-06-11,69.003838,69.346176,57.585758,58.038654,58.038654,67103581
2021-06-12,57.865112,58.400242,51.709530,56.043804,56.043804,56777243
2021-06-13,56.212234,60.838440,53.469215,59.142300,59.142300,44205119
2021-06-14,59.167236,61.327637,56.928665,58.869137,58.869137,44821944
2021-06-15,59.454453,60.553665,58.338036,59.715378,59.715378,40434462
2021-06-16,58.796871,58.867348,54.818481,54.987759,54.987759,30680160
2021-06-17,55.071613,61.155212,55.071613,57.764114,57.764114,31286086
2021-06-18,57.841797,57.841797,52.670765,54.263683,54.263683,18950351
2021-06-19,54.254337,54.759945,52.039227,52.858978,52.858978,19300115
2021-06-20,52.770195,52.942699,47.165707,52.078644,52.078644,38969789
2021-06-21,51.971333,52.131737,36.153717,37.232536,37.232536,40581105
2021-06-22,37.596306,41.040737,29.334450,34.177525,34.177525,43971505
2021-06-23,34.267818,38.928349,32.019302,36.846966,36.846966,30807325
2021-06-24,37.016590,44.731022,35.427174,41.036674,41.036674,37874474
2021-06-25,41.160114,44.737911,37.476204,38.478016,38.478016,26824658
2021-06-26,38.643188,39.515903,35.797958,38.394089,38.394089,20224772
2021-06-27,38.631870,41.008808,37.850574,40.839504,40.839504,20018046
2021-06-28,41.022640,43.089905,39.261993,42.386330,42.386330,21354378
2021-06-29,42.377464,52.078724,42.071846,47.876179,47.876179,38433829
2021-06-30,47.853325,54.202492,46.772259,50.720524,50.720524,38166892
2021-07-01,50.449684,52.172661,46.292667,47.879345,47.879345,21644724
2021-07-02,47.876770,49.132153,44.286198,46.943760,46.943760,17626340
2021-07-03,47.061008,49.162876,45.454304,47.894936,47.894936,16805977
2021-07-04,47.887596,49.883823,47.272598,48.506592,48.506592,16661892
2021-07-05,48.510727,48.791691,45.295872,45.859955,45.859955,15550677
2021-07-06,45.928204,50.789162,45.917889,48.468700,48.468700,60503837
2021-07-07,48.484753,49.301723,47.520782,47.577488,47.577488,35811397
2021-07-08,47.551235,49.096596,44.254578,45.714649,45.714649,71120525
2021-07-09,45.839443,46.970085,42.882656,45.776157,45.776157,42169691
2021-07-10,45.808582,46.308086,43.920162,44.204433,44.204433,22211239
2021-07-11,44.202099,45.100800,42.977516,44.851379,44.851379,23471226
2021-07-12,44.777748,45.149498,43.198822,43.703400,43.703400,22835201
2021-07-13,43.647514,43.999779,42.193874,42.507442,42.507442,20933967
