Date,Open,High,Low,Close,Adj Close,Volume
2021-05-09,26.038052,27.892530,25.013731,27.877796,27.877796,1015642171
2021-05-10,27.908548,31.630287,27.711845,29.049206,29.049206,1972898516
2021-05-11,29.081964,34.907017,27.917074,33.735416,33.735416,2429398647
2021-05-12,33.715328,39.814926,33.616062,34.649788,34.649788,2734160685
2021-05-13,34.800739,36.137730,31.925228,33.215790,33.215790,2530509100
2021-05-14,33.282314,36.482609,32.865940,34.253502,34.253502,1235926062
2021-05-15,34.242722,34.508472,30.359533,30.512959,30.512959,917621547
2021-05-16,30.487104,32.411663,27.400940,29.302176,29.302176,897097599
2021-05-17,29.292225,29.358650,25.455973,28.529095,28.529095,1182433370
2021-05-18,28.511572,29.430479,26.602135,27.905741,27.905741,804871053
2021-05-19,27.895229,28.238894,16.354109,20.894384,20.894384,2021520468
2021-05-20,20.806746,24.959108,19.080296,24.176130,24.176130,1713028638
2021-05-21,24.089293,25.812498,15.486021,17.133381,17.133381,2127909876
2021-05-22,17.163731,17.434143,14.643766,14.979658,14.979658,1403641222
2021-05-23,14.979287,15.420193,10.857137,12.838218,12.838218,1489497710
2021-05-24,12.793818,16.836357,12.455504,16.402075,16.402075,1346182641
2021-05-25,16.438166,17.302271,14.252439,16.856060,16.856060,1320434664
2021-05-26,16.854807,17.187159,15.941988,16.997734,16.997734,699931059
2021-05-27,16.996881,16.996881,15.356630,16.101515,16.101515,581046668
2021-05-28,16.123276,16.336893,14.113861,14.655367,14.655367,656101119
2021-05-29,14.656977,15.939836,14.444603,14.884993,14.884993,583286652
2021-05-30,14.864565,15.092956,14.085301,14.666649,14.666649,365934875
2021-05-31,14.664650,15.447780,14.207493,15.399125,15.399125,439520215
2021-06-01,15.391717,15.912366,14.728053,15.719792,15.719792,429648011
2021-06-02,15.722443,17.640587,15.318825,16.897825,16.897825,629012085
2021-06-03,16.899466,17.503935,16.364214,17.200033,17.200033,474656544
2021-06-04,17.203249,17.203785,15.761833,16.006826,16.006826,484340760
2021-06-05,16.009638,16.674314,15.526382,15.735333,15.735333,325478064
2021-06-06,15.739424,15.888022,15.307937,15.410142,15.410142,228986376
2021-06-07,15.403736,15.859684,14.458314,14.469909,14.469909,273592695
2021-06-08,14.494373,14.710874,12.885152,13.859797,13.859797,380427920
2021-06-09,13.831453,14.515444,13.403614,14.506367,14.506367,288648738
2021-06-10,14.504064,15.308229,14.135528,14.344790,14.344790,284833410
2021-06-11,14.346763,14.415545,13.476676,13.742245,13.742245,202999101
2021-06-12,13.747981,13.749737,12.816771,13.058544,13.058544,206385513
2021-06-13,13.058028,13.848762,12.877146,13.782381,13.782381,170664554
2021-06-14,13.784875,14.814776,13.638690,14.084278,14.084278,169120725
2021-06-15,14.569866,14.826108,13.987551,14.351161,14.351161,233721004
2021-06-16,14.199633,14.199633,13.130046,13.237105,13.237105,202953082
